Comment;Negative;Neutral;Positive
❤❤❤❤;0.0062011294;0.048553724;0.9452451
I see Tim Scott standing in the background. I hope Trump picks Tim for his VP. 👍❤️👋;0.010639718;0.2229378;0.7664225
TRUMP 2024;0.03505371;0.30880484;0.6561414
RFK / Tulsi all the way to the White House ❤❤;0.003108057;0.03055641;0.96633554
👏👏👏💪😎🇺🇲👏👏👏;0.0048886035;0.027998697;0.9671127
💪💪💪🇺🇸🇺🇸🇺🇸 Trump!!!;0.0049693687;0.027453272;0.96757734
Nikki is the pigeon that loses in chess, jumps up on the board, kicks all the pieces around and declares it won.;0.38990486;0.5166588;0.09343634
Tim Scott in the back kuhning to the maximum 😭💀;0.56030047;0.38295662;0.056742977
Congratulations Trump ! 🎈🎈🎈🎈;0.0038379298;0.013159876;0.9830021
#NeverNikki;0.6483572;0.31875476;0.032888006
Trump is the loser and many independents will vote for her.;0.912302;0.07645702;0.011240897
❤❤❤❤❤❤❤❤❤❤❤❤;0.0048331954;0.042113952;0.9530528
Nikki TRUMP HIRED U AND NOW U BETRAY HIM?;0.77256036;0.21328594;0.014153634
So very happy that former President Trump has won New Hampshire!!!;0.0025516672;0.007529505;0.9899188
TRUMP the OG;0.06697359;0.29727197;0.6357544
Maga;0.09159795;0.68229175;0.22611025
Nikki Haley is doing a Stacy Abrams😄;0.09029824;0.72672635;0.18297549
The Best President Ever!  TRUMP!  MAGA!;0.0038996306;0.009071666;0.9870287
The great leader!;0.004114136;0.015509229;0.9803766
The democrats cheating for Nikki isn't going to do it.;0.8156659;0.1730266;0.011307537
Nikki should stand behind trump.HENCE DO WHAT IS RIGHT;0.15170783;0.70061255;0.14767954
I Vote Trump;0.04969454;0.6820649;0.26824054
So sad!!! Trump is a conman who is totally unfit to be President. How can he have fooled so many people?;0.94800556;0.04409557;0.00789895
Thank you God;0.015450497;0.033553854;0.9509956
Trump 2024;0.03136532;0.31237522;0.6562595
She did sound like she gave a victory speech and SHE LOST. NIKKI HALEY NEEDS TO WITHDRAW FROM THE RACE AND ENDORSE TRUMP.SHE NEEDS TO DO THE RIGHT THING AND GIVE UP;0.88207287;0.10675846;0.011168771
Look at difference between chants for niki they shout her name for trump they shout there country;0.3199109;0.62473774;0.05535136
Trump is us president;0.16278811;0.63078207;0.20642982
Get ready to loose against trump;0.40445277;0.4778931;0.11765412
Hayley almost got 50% Trump should be worried.;0.39826185;0.55195904;0.049779207
"""who the hell was the imposter who ran up on stage and pretended to have won the primary""  - Trump.
- best line of the speech-";0.32863355;0.47662535;0.19474107
Thanks for ALL U DO TRUMP FOR USA;0.006555426;0.027652154;0.96579236
🐐;0.027308984;0.22552045;0.74717057
Democrots😂... Trumo and his cognitive skills;0.45132887;0.4340462;0.11462494
100 MILLION AMERICANS FOR TRUMP 2024 🇺🇸;0.0091474075;0.092041306;0.89881134
"Quite the nasty guy; but you love that!";0.74236995;0.20106333;0.056566693
TRUMP/TULSI 2024;0.062597394;0.7103934;0.22700918
TRUMP/TULSI 2024;0.062597394;0.7103934;0.22700918
TRUMP/TULSI 2024;0.062597394;0.7103934;0.22700918
❤❤❤❤❤;0.005726794;0.050103854;0.9441694
Nikki was bad mouthing Trump during the Presidential debate and now she has some nerve to seek Vice Presidentship.  The only person on that stage for Presidential debate who supported President Trump was Vivek Ramaswamy.;0.7016462;0.27863365;0.019720087
🇺🇸TRUMP/Tulsi2024🇺🇸🇺🇸;0.012372369;0.2103869;0.77724075
"Trump is forever. 
Let’s get in this together , y’all. 
Loud and strong. 
Trump ultra maga";0.40873274;0.4409546;0.15031265
WooooooooHoooooo. Trump Train. Wooooohoooooooo. All Aboard;0.011854507;0.17599513;0.8121504
This is going to hurt so badly in November for the left, and it’s so awesome. 😈;0.60969967;0.17940827;0.21089211
She won when DeSantis Dropped out. Trump is not going to be their. Inmates hate pedos. Look what happened to Trump's (Alias John Doe #174) wingman Jefferey Epstein. There is no way this is not going to come up in the debates.;0.7435682;0.23534302;0.0210888
Trump. Who knows never gonna make it against Biden.;0.7406229;0.22727798;0.032099158
Not sure why Nikki is celebrating since she lost. Can't wait for Trump to win the election.;0.73294985;0.22899668;0.03805345
By doing God's task and pls God.  Pls protect America thank you in Jesus name;0.007655997;0.100395426;0.8919486
I'm glad intelligent Americans understand Nikki is funded by lots of Socialist Dems.   Don't let the Evil Dems insult your intelligence anymore...    Trump 2024 👍;0.3927485;0.32149512;0.28575638
True patriot!;0.01590379;0.08361341;0.90048283
I mean this guy is like a freight train when he’s on a roll, very impressive I must say.;0.0071142474;0.033206224;0.95967954
If anything happens to Trump, ANYTHING, it’s over for the elites;0.8928546;0.09596664;0.01117879
There should be an investigation if Haley maintains 46-47% after all the counting is done.;0.5421586;0.44371128;0.0141301155
Trumpy is scared .....;0.5797365;0.36417732;0.056086197
"Yesterday MSM was saying N.H. will decide the Republican candidate. 
Tonight they say this primary doesn't matter.
I've never seen a back track happen so fast. Shows you they are fos and extremely bias.";0.74812955;0.23723197;0.014638476
No one smack talks like Trump.;0.56040883;0.36394945;0.07564177
You got 7% of the Republican vote in Iowa.;0.120999284;0.8001338;0.0788669
Trump was BORN IN MOSCOW RUSSIA. ILLEGAL FOR HIM TO RUN FOR OFFICE.;0.84047097;0.14641431;0.013114698
She's sold herself to the left.;0.73398286;0.25400946;0.012007628
Dang bro kissing his butt on live tv...head just pop up out of nowhere 😂😂😂;0.63050586;0.3106915;0.058802623
Tell it like it is, DJT!!!  We most DEF won in 2020!!!  Gotta protect our votes!!;0.088678345;0.33986035;0.5714613
HEIL TRUMP;0.042497646;0.2209122;0.73659015
The man Trump will again;0.37706766;0.4687723;0.15416004
Bring on Brandon now. TRUMP 2024;0.020597368;0.45671982;0.52268285
NIKKI  SHOULD HAVE DROPPED OUT AND GAVE SLL THE MONEY SPENT TO THE POOR. WOULD NOT THAG BE NICE. SHAME THE MONEY THESE POLITICIANS BLOW WHEN THEY HAVE NO CHANCE TO WIN. SHAMELESS;0.9325321;0.060997058;0.006470891
Trump lost my vote 😊;0.4230519;0.45771077;0.11923732
President Trump is a Rolex. This is really good struff!!!!!!!!!!!!!!!!!!!!!! currant events are going to be interesting next year;0.0038609684;0.011834195;0.98430485
Naïve Nikki;0.07916452;0.7986695;0.12216592
Allahu akbar;0.06884673;0.33223104;0.5989222
"WAIT WHO WON? 
IS IT TRUMP OR IS IT NIKKI? 
WHO WON AGAIN OMGGG WHOOO🎉🎉🎉🎉";0.0051426073;0.051229604;0.94362783
"Trump giving Vivek the microphone for 1 min just to verbally destroy Haley signifies  VP role??🤔
#Trump/Ramaswamy2024";0.5121847;0.46996135;0.017853977
😆 🤣 😂  sad day for Nikki and the military industrial complex that pays her;0.8101877;0.15654409;0.03326821
This is proof democrats fudge the numbers every time.;0.90718997;0.08431494;0.0084949965
PRESIDENT DONALD J TRUMP KEEPS WINNING!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;0.005078291;0.026413616;0.9685081
It would behoove the Republican Party for Nikki Haley to be Trump’s VP pick.;0.053503595;0.7890424;0.15745397
Trump 2024...The battle against EVIL;0.16331573;0.42532015;0.4113641
God Bless Trump!;0.0060257213;0.020178845;0.9737955
Congradulations DJTrump you are a winner all the way around God Bless Trump 2024;0.0035782729;0.013907193;0.98251456
LETS GO TRUMP;0.047333572;0.22420903;0.7284574
Well done. This almost guaranteed a Biden win in November. My fellow independents will send this guy packing. Trust.;0.03510891;0.14095172;0.8239393
she can always get a job with her friends at CNN she loves CNN and they love her. but I am sure she will flush a lot of more money down the drain before that happens.;0.08224243;0.3323745;0.58538306
Boricuas for TRUMP 2024. FJB.;0.19218737;0.6857264;0.122086205
4 minutes and 44 seconds of a nothing burger.  What the F is this guy even talking about??;0.93263006;0.058785386;0.008584628
Trump 2024;0.03136532;0.31237522;0.6562595
"""What a Nasty orange""";0.8592855;0.12417875;0.016535696
You are out of your mind.....How you win 😂2020.....when Biden is sitting in the office.;0.77248853;0.18808022;0.039431266
He's back baby!;0.0022932773;0.04384008;0.9538666
Trump is lying. He did not win New Hampshire in either general election.;0.88396287;0.10609435;0.009942775
Haley, biden, kamala and zelensky should live together. Perfect foursome 😂;0.011352069;0.18893203;0.7997159
Stolen primary. I think there are fake votes for trump. I have this guy who sells blankets that will prove it.;0.8037631;0.18114287;0.015094004
"Great speech! 
TFL Trump for Life! (From former anti Trumper!)
Freedom lives another day!!";0.006458411;0.033476684;0.9600649
Hope he Vivek is he’s choice for VP;0.02644236;0.6740632;0.29949445
New Hampshire, what are you people doing?;0.16935998;0.79423964;0.03640039
I hope Trump never forgets all the trash talk from Nikki Haley’s mouth!!!;0.9047505;0.080657326;0.014592223
Trump believes Presidents should be exempt from laws. He will make a good dictator! Great night for white nationalism!;0.22861977;0.34887442;0.42250583
Trump 2024.;0.065616585;0.59492695;0.33945647
Notice you never hear Democrats changing USA at any on their events, ever.;0.33800232;0.62091637;0.04108137
Trump wins again!🇺🇸🕺❤️;0.0047142087;0.019267263;0.97601855
Hail to the King baby!;0.0032391197;0.02366491;0.973096
Thank you God;0.015450497;0.033553854;0.9509956
even with Democrats cheating once again voting for Haley, they still lose lmaoooooo;0.8968776;0.09418552;0.008936876
IF U VOTED FOR THIS GUY....U HAVE NO CONSCIENCE;0.8940593;0.095949575;0.009991107
"Haley has the Dumbocrat ""independents"" voting for her funded by big pharma.";0.5543444;0.4041485;0.041507132
"New Hampshire Allowing Independents and DEMOCRATS to vote in a ""Republican""  Primary Taints the real numbers and everyone knows it except Nikki Haley who probably thinks she is actually this close behind President Trump....She becomes more and more like a DEMOCRAT each day.....to include her Corporate side deals and her shady corruptness....Ask people in South Carolina about her Two Kings Casino Deal for one  ...They hate her.....";0.8028467;0.18740487;0.00974845
Go Trump🙏🏻🙏🏻;0.011777914;0.095018394;0.8932037
scott is a sellout bum;0.91292125;0.077027865;0.010050853
Sounds like Niki's off the VP list.;0.3576011;0.6119706;0.03042823
Bravo to the Rednecks ......;0.013202793;0.32211003;0.6646871
CNBC showing shark tank and  cNN. was  crying. That Donald Trump was  being mean to nikki....;0.8218288;0.16417387;0.013997354
Uncle T alert in the background.;0.04264165;0.85047203;0.10688633
"LOL ! In a 2 person race, coming 2nd isn't that much of a big deal though, especially when one of them had the backing of corporate donors, liberal media and democrats masquerading as republicans/independents while the other one is facing political persecution and has only done limited rallies.
Besides, why the hell would anyone vote a wannabe Hillary when the original is still alive and kicking ?";0.46653378;0.47324818;0.06021806
Who can trump cooperate with if he becomes president again, Not Europe, maybe with dictators from all over the world, it will probably make America great again like putins russia 🤣🤣🤣🤣🇩🇰;0.46382555;0.41775382;0.118420646
Never had a second of doubt, Vivek is definitely President Trump’s VP pick! TRUMP/VIVEK2024! ❤️🤍💙🇺🇸, he always lets Vivek talk first which is amazing!!! #45 will be #47 soon get out of the way SLEEPY JOE 😴 lol 😂. Truly amazing he won by double digits going against Dems and Independents too TRUMP IS STRONGER THAN EVER!!!;0.005061823;0.020053558;0.97488457
Trump 2024! Save America!!;0.008485812;0.067088746;0.9244254
LOLOLOLOL USA!!❤❤❤❤❤;0.0056669693;0.021405835;0.97292715
Trump 2024🇺🇸🇺🇸🇺🇸;0.009229565;0.09269532;0.8980751
Squeal Porkchop Donny...sqeal;0.19471635;0.58815634;0.21712737
USA 🇺🇸 ❤ 🎉;0.0022869576;0.014032837;0.9836802
Trump 2024! Protect our children and borders🙏;0.016282272;0.13776338;0.84595436
"Trump gave everyone a forgiveness speech. For Vivek and DeSantis, they both bowed out and endorsed Trump, who is going to win. There just isn't a contest about this anymore. Not only did Nikki not take the olive branch, she struts around acting like she's won. Trump has decided it's now go time against her.

And the only reason Haley got such good numbers is because of DEMOCRAT SUPPORT.";0.42139158;0.50689554;0.071712844
It also shows the immense task ahead of Donald Trump and his team, a lot Democrats voters were hardened by hate, irrational hate, November is not a slam dunk, Trump has to fight to the last breath, no other way, fight disinformation, election interference, fight lies;0.8584371;0.1262939;0.015268986
Usa USA USA.usa.usa🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲 Donald trump for president of 2024 go Donald trump make America great again 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲;0.017717224;0.35572407;0.6265588
Not even the anti Trumpers and democraps could not push #nevernikki over rhe top;0.62943685;0.3340289;0.03653422
"Whoever voted for Nikki just know you are the problem in the world today
(repost)";0.8974153;0.09430166;0.008283033
Trump winning NH was an absolute shock to everyone except those with a lick of sense.;0.69302434;0.22845179;0.078523874
Trump 2024 to save Our Freedom and Country! God Will help us all !;0.006773864;0.05261219;0.940614
"Trump 2024 💪🏻💪🏻💪🏻🇺🇸🇺🇸🇺🇸🇺🇸
We love USA God bless America 🇺🇸🇺🇸";0.0045915637;0.024938783;0.9704697
Go Nikki!! Got the old man riled up! At least he remembered who she was this time.;0.031777304;0.16599686;0.80222577
What do you think about this new?;0.019536009;0.90527487;0.07518915
Marvellous!;0.009376581;0.029955104;0.9606684
Trump;0.15337192;0.5121823;0.3344458
Trump 2024!!!;0.013063234;0.102566026;0.8843707
Now that the Don has attracted the independent voter, the general election should be a🔒 for Trump to win. We will win with grace and restore the power back to the people where it belongs.;0.011085496;0.18587156;0.803043
Trump beats another woman.;0.57542056;0.3776269;0.046952557
Thank You, LORD for living Biden too!;0.004110477;0.014700124;0.98118937
Trump;0.15337192;0.5121823;0.3344458
"Trump won in Iowa now is big wins at New Hampshire with 2 digits please vote for Trump let’s he fixed our country, The only Trump can fix this country after 8 years Obama and 4 years Joe Biden ruined our country and made this country inflation and unemployment rate very high 
Please vote for Donald J Trump 2024";0.021773143;0.12567608;0.8525508
Nikki is such a narcissist;0.9098155;0.07757769;0.012606783
Oh look He got a few more votes to win I'm sure they were paid for or he  bribed or blackmailed for a vote GMAB;0.2443233;0.5642744;0.1914023
Hailey Fake it till you make it;0.17773837;0.71629316;0.10596846
"Indian Haley , her actual name
Is nemrata anji pajet.";0.16759208;0.79236287;0.04004507
Excellent;0.03525801;0.14826867;0.81647336
Central Park 5. scott standing back there grinning ???????????????????;0.0220999;0.82005644;0.15784366
Can you imagine having a President that took NO salary, put ALL American Citizens First, ran the country like a business instead of a party while increasing EVERYBODY'S spendable income and lifestyle, making us energy independent at a cheap price. Also increasingly making the country more safe with a stronger military, bringing back Manufacturing, and increasing the border security on a daily basis. Using his own plane, not taxpayers, which he acquired running his own successful businesses not government grants while providing thousands of American jobs. Playing golf at his own resorts at his own expense with his own money, not taxpayers. And during his FIRST hole at playing golf accomplishes more Making America Great Again then the Democrats have done in the past 100 years. Now go enjoy your trip to the gas station and grocery store this week while you're paying your utilities. WHILE you're out there be sure and talk to other American Citizens about how great things are now with Biden and the Democrats.;0.029359343;0.26255888;0.7080818
"Forbes for Donald J TRUMP 2024 🇺🇸‼️‼️ 
-Latins for TRUMP 🇮🇱🇺🇸‼️‼️‼️‼️";0.008153132;0.25517923;0.73666763
I'm from Russia. I'm not a fan of Putin at all. I would prefer Mr. Trump. A true patriot and fighter. I envy the Americans. Don't miss your chance. Democrats-leftists-turboliberals are crazy. I want our countries to be on good terms. Together we solved the global really important issues of the planet.;0.16017704;0.33196127;0.5078617
Shes a liberal Democrat.  I hope she runs as an independent.  Her policies are socialist.  She wants to raise the age to draw social security on those who paid into the system their whole lives while giving out handouts to the lazy members in our society;0.67486805;0.29725224;0.027879696
Hey Nikki,  if your not first your last.;0.4780809;0.47748065;0.04443845
TRUMP 2024🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;0.008349387;0.07189313;0.91975754
in spite of the mainstream medias best efforts, it appears the voters can see through their $hit.;0.5431372;0.3901129;0.06674985
Jesus, Trump, America in that order please!;0.1620265;0.45257646;0.385397
I love how Trump wins New Hampshire AND slams the rino governor at the same time. Legend!;0.009955169;0.04173248;0.94831234
"_🎶'NIMR0DA  you ain't get'n Nada_
_coz we don't want no Pigeons'_
We want a Legend to get unrobbed of his rightful second term later this year✴️🇺🇸✌🏾";0.11117802;0.6132502;0.27557182
Is it possible to convert new york?;0.02259823;0.94532114;0.03208059
I'm still waiting for America to have a native American Indian as president of the United States of America. Now that's worth living to see happen!;0.012560531;0.124546185;0.8628932
What a big orange baby!. Would you be proud of your son if he behaved this way after winning a match? Do better GOP!;0.9339735;0.058516864;0.007509692
Doesn't get much easier for Nikki Vegas south Carolina and florida;0.6915946;0.28211728;0.026288118
She’s woke. She would keep the boarders open 100% for 4 years straight.;0.068349645;0.5034922;0.4281582
Trump 2024 !!!! Sorry haters 🤫;0.29094326;0.36561185;0.34344488
Trump is the last best hope for mankind, without him as potus, we face 1000 year of darkness.;0.6006557;0.24639955;0.15294471
Sad that he has so many people  fooled..we're in for chaos..from a very evil man;0.9315306;0.061861396;0.0066079223
Guess Nikki will need to get beat in more primaries before she wakes up to reality. Trump has this nomination in the bag.;0.5332091;0.4206315;0.04615942
Haley is a Biden puppet;0.73202217;0.24883935;0.019138502
Republicans knows who’s RINO😂😂😂;0.4289822;0.49072695;0.08029087
Where's slomojoe?🖕fjb;0.8614976;0.13004173;0.008460719
When GOD is with you nobody can stay in your way TRUMP is an example of it;0.03453504;0.15183905;0.81362593
Trump!!! USA;0.071129985;0.29112047;0.63774955
50% says they both lost on the day that matters. Bobby is collecting votes from both sides and more;0.37308884;0.57321054;0.05370061
Trump - Vivek 2024;0.04084058;0.8715368;0.08762259
"Only Forbes informs. ""Look! Up in the sky! It's a bird! It's a plane! No, it's SuperTrump! Faster than a CNN hoax. More powerful than the deep state. Able to leap over never-Trumpers in a single bound. The Adventures of SuperTrump."" Coming to a voter booth near you.";0.011339746;0.1985324;0.7901279
Lets go;0.030322835;0.416079;0.5535981
Definitely was rigged.;0.802606;0.17195223;0.02544175
#Trump2024;0.057715487;0.7084761;0.23380838
"And the Trump train is still in motion. 
Go get em, Trump. Give them hell the same way they gave us hell. No mercy.

Trump 2024.";0.790144;0.15634519;0.05351085
God is in control ❤;0.008821933;0.038356982;0.9528211
You have a pretty by governor when anybody can come in off the street and vote in a GOP election;0.46515518;0.5003517;0.034493096
Without democrats, Hailey would be 30 points behind Trump!😂😂😂;0.40449846;0.468088;0.12741351
Trump Train is a fast locomotives;0.35160708;0.47039276;0.17800018
Our Vote is Reserved For You!🎉🎉🎉;0.002154479;0.0337183;0.96412724
God bless you president thrump;0.010409139;0.02713588;0.9624549
I switched devices and tbis video mysteriously wasn't in my history.   Glitch?  I doubt it.    Biased Google employees.  .;0.82421434;0.16547652;0.010309096
President Trump is not a politician...he is America's best hope.;0.02619003;0.15493934;0.8188706
Great News----Trump.;0.0042324346;0.0150857195;0.9806818
😂  Nikky knew how to get under DJT's skin...lol;0.14617516;0.5198459;0.33397886
Trump2016 Trump2020 Trump2024;0.038562734;0.5876394;0.37379786
Nikki the Tooth talked about Trumps mental capacity while she skips Nevada 🤣 she’s a hot mess TRUMP2024 🇺🇸;0.82220167;0.14763606;0.030162307
"Congrats my American friends.
Much support from Canada.
Trump 2024 🇺🇸👍";0.003401832;0.013879322;0.9827188
TRUMP 2024🎉🎉;0.0047075404;0.03169644;0.963596
We want orange man is back !! God bless to usa;0.00326974;0.031063817;0.9656664
Here it comes, another fake election if he loses the big show again, in fact all the lost MAGA will claim that.;0.82695425;0.15577754;0.017268226
Trump would never complain about this. Haley is there to make Trump shine even brighter.;0.09284305;0.2908796;0.61627734
No rants of this election being stolen??? Oh, Trump won.;0.48278326;0.41924933;0.09796744
"GLORY TO ALMIGHTY GOD ❤
YOU CONTROL EVERYTHING, NO ONE COULD STOP GOD'S WILL 💝💝💝";0.005120853;0.021834048;0.97304505
God, please protect our President Trump. The demons on the left are willing to do anything to stop him. 🙏🏻✝️❤️🇺🇸;0.18367541;0.25671273;0.5596119
I was watching the other video showing the whole speech and it suddenly became unavailable.;0.46757174;0.51812655;0.014301714
Even with help from the dems it just goes to question was the last election kosher.......;0.7370887;0.2519101;0.0110012
Trump 2024;0.03136532;0.31237522;0.6562595
Governor of New Hampshire ?? Who is that guy?;0.45566905;0.5177558;0.026575178
"Nikki uses ""girl math"". Will her donors believe it?";0.35102236;0.6219157;0.027061936
Get on the Trump train American patriots 🇺🇸🇺🇸;0.020092005;0.16611424;0.8137938
Winability?  It's all Trump!;0.68386143;0.26069623;0.055442378
This is the Guy... Fast brain Firm Decisive Humorous... Great Job;0.0054687713;0.02394844;0.9705828
President Trump / V.P Kristi Noem 2024 👍;0.0054858862;0.40184477;0.5926693
Nikki Haley is TERRIBLE.;0.9449828;0.04717258;0.007844492
"GOD HAVE MERCY OF UNITED STATES OF AMERICA. 

GÉNESIS CHAPTER 19🔺️ ⏳👈";0.017216906;0.47174597;0.5110371
Hey!  It's that guy who lost.  I wondered what he'd been up to.;0.4937697;0.42999628;0.07623403
Congratulations President Trump 👏👏👏;0.0047232113;0.016164817;0.9791119
Nothing like winning gracefully... ;0.013104867;0.18504588;0.8018493
No more wars please.  No handouts to Israel.  America first.;0.5007085;0.39943686;0.0998546
Whoever voted for Nikki just know you are the problem in the world today;0.93961054;0.054044943;0.0063445363
She only got 2nd place because there were only 2 people running. 🤣🤣;0.24781334;0.6063392;0.1458474
Too old;0.29523948;0.55644315;0.14831735
Thank you Lord for loving Trump,!supporting him, protecting him lift him up.  🎉🎉🎉🎉🎉❤❤❤;0.004787462;0.011063544;0.98414904
You wanna hate, then hate. It doesn't matter cus the Trump Train is full speed ahead. Get ready to cry little  babies. Let the salt flow!;0.84299576;0.12684034;0.030163845
Did Nikki lose because she's brown?;0.35103637;0.63002384;0.018939855
Trump is the greatest president ever in my lifetime . Trump 2024;0.004774293;0.013193853;0.9820318
Nikki needs faster ballot stuffers...;0.3104265;0.6237215;0.065852076
TRUMP 2024..!!!!;0.009009001;0.13091728;0.86007375
Niki is like the girl you break up with but still tells her friends everything is great 😂;0.117683545;0.30512896;0.5771874
Democrats voted for her. She didn’t “perform” at all. It was rigged.;0.9161843;0.07682704;0.0069887647
The democrats are funding Niki Haley aswell.  This has been exposed.;0.60133684;0.37846503;0.020198077
TRUMP ❤;0.012273786;0.054551985;0.9331742
She got a lot of democratic votes. Isn’t that election interference?;0.24524757;0.7074138;0.047338657
😂 what's Haley's competition besides Trump? She's not 2nd, she lost New Hampshire and she'll probably lose South Carolina as well 😆;0.47905272;0.43778062;0.08316666
It really wasn't the landslide that Trump wanted. It was a lot closer than predicted. The ever gloating Trump and his delusions of grandeur. Trump needed to stuff as many ballot boxes as he could to even make it this far.;0.78062963;0.19129048;0.028079867
🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉;0.0029979565;0.01558545;0.9814166
Those who were registered as republican voted for Trump by 74%. If it wasn't for liberals this would've been a blow out.;0.3772653;0.56463426;0.05810043
Trump will lose the general election again!;0.8966491;0.08890827;0.014442657
USA USA USA USA USA USA USA USA USA USA USA USA;0.029554188;0.58820486;0.38224095
Trump 2024 -  Make my year great again like 2016!;0.0036947485;0.017951809;0.97835344
Congratulations Trump!!!!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️;0.003627987;0.010887938;0.98548406
I’m surprised the cult leader isn’t saying it’s rigged since he oily got 52% of the 85k republicans that voted.;0.6452675;0.33256504;0.022167481
We love you Mr. Trump! 🇺🇸;0.0039017205;0.016039848;0.98005843
Hathor follow;0.049441513;0.754964;0.19559452
Actually, it’s one thing , if people want you as President, it’s another if they vote for you because they don’t want your opponent. That means you’re not valued for who you are and the value if any you could contribute to the American people 🤔;0.8022189;0.18749617;0.010284958
70% of her voters in NH were NOT registered Republicans.;0.7473087;0.23420897;0.01848238
God bless Donald Trump!;0.004996967;0.017400708;0.9776023
Trump is on fire 🔥 💯;0.010036229;0.049322493;0.9406413
The first loss against Biden stoked the theories of rigging. If Trump loses again with this kind of momentum, it'll all but confirm it.;0.7462606;0.23844855;0.015290835
She best stay away from South Carolina we don't want her here! Trump 2024 ❤️🇺🇸;0.504471;0.31701818;0.17851083
Thank you #47.;0.0065630847;0.07676445;0.91667247
Nikki Haley is just a birdhead;0.9109989;0.07964496;0.0093561895
Nikki Haley is the best candidate for president 👍🌹.;0.0058168084;0.017802933;0.9763802
Everybody interviewed from her campaign says they're voting for Biden the presidential election they're only voting for Nikki Haley to get rid of trump Nikki Haley's poll numbers are more than likely fake;0.7038218;0.2723921;0.023786172
